Source,Country,Date,Description,Species,Number,"GenBank
accession
numbers",Collection,Locality,Province,"Geographical
region",DDM (Lat),DDM (Lon),Latitude,longitude,Latitude (GPS),Longitude (GPS),Coordinates Inferred,Coordinate system,DNA/No DNA
https://doi.org/10.1186/s12936-023-04754-5,Laos,2018-2020,"2018 - 3 days, 2019 - 3 days, 2020 - 3 days. Villages were divided into three zones from a central axis to select at random one house per quadrant. The three houses were located at least 30 m from each other. The mosquito collections were implemented for 12 h from 18:00 to 06:00 for three consecutive nights inside and outside the houses. A rotation of collectors between homes was carried out and coordinated by the supervisors. Two shifts rotated, one from 6 pm to midnight and the other from midnight to 6am. Using glass tubes, the collectors captured mosquitoes from their exposed legs. All the mosquitoes collected throughout the night were separated hourly and kept in glass tubes for identification. The number of mosquitoes caught hourly was recorded by supervisors.

Collections done as part of an outbreak response were generally done within the village. However, collection at the cultivation sites were outside the village, preferably at the place where the malaria patient identified stayed overnight during the 28 day period before they presented with symptoms. The same time and methodology of collection was used as the village collections.",Dirus Complex,6,,Human landing catch house,Navasaen,Sekong,,,,,,15.35482896,106.7491524,,,no dna
https://doi.org/10.1186/s12936-023-04754-5,Laos,2018-2020,"2018 - 3 days, 2019 - 3 days, 2020 - 3 days. Villages were divided into three zones from a central axis to select at random one house per quadrant. The three houses were located at least 30 m from each other. The mosquito collections were implemented for 12 h from 18:00 to 06:00 for three consecutive nights inside and outside the houses. A rotation of collectors between homes was carried out and coordinated by the supervisors. Two shifts rotated, one from 6 pm to midnight and the other from midnight to 6am. Using glass tubes, the collectors captured mosquitoes from their exposed legs. All the mosquitoes collected throughout the night were separated hourly and kept in glass tubes for identification. The number of mosquitoes caught hourly was recorded by supervisors.

Collections done as part of an outbreak response were generally done within the village. However, collection at the cultivation sites were outside the village, preferably at the place where the malaria patient identified stayed overnight during the 28 day period before they presented with symptoms. The same time and methodology of collection was used as the village collections.",Dirus Complex,6,,Human landing catch house,Tamlong ,Savannakhet,,,,,,16.52989962,106.4677218,,,no dna
https://doi.org/10.1186/s12936-023-04754-5,Laos,2020,"2020 - 6 days. Villages were divided into three zones from a central axis to select at random one house per quadrant. The three houses were located at least 30 m from each other. The mosquito collections were implemented for 12 h from 18:00 to 06:00 for three consecutive nights inside and outside the houses. A rotation of collectors between homes was carried out and coordinated by the supervisors. Two shifts rotated, one from 6 pm to midnight and the other from midnight to 6am. Using glass tubes, the collectors captured mosquitoes from their exposed legs. All the mosquitoes collected throughout the night were separated hourly and kept in glass tubes for identification. The number of mosquitoes caught hourly was recorded by supervisors.

Collections done as part of an outbreak response were generally done within the village. However, collection at the cultivation sites were outside the village, preferably at the place where the malaria patient identified stayed overnight during the 28 day period before they presented with symptoms. The same time and methodology of collection was used as the village collections.",Dirus Complex,6,,Human landing catch house,Thangbaeng,Khammuane,,,,,,17.19405963,106.0779911,,,no dna
https://doi.org/10.1186/s12936-023-04754-5,Laos,2018-2020,"2018 - 6 days, 2019 - 3 days, 2020 - 3 days. Villages were divided into three zones from a central axis to select at random one house per quadrant. The three houses were located at least 30 m from each other. The mosquito collections were implemented for 12 h from 18:00 to 06:00 for three consecutive nights inside and outside the houses. A rotation of collectors between homes was carried out and coordinated by the supervisors. Two shifts rotated, one from 6 pm to midnight and the other from midnight to 6am. Using glass tubes, the collectors captured mosquitoes from their exposed legs. All the mosquitoes collected throughout the night were separated hourly and kept in glass tubes for identification. The number of mosquitoes caught hourly was recorded by supervisors.

Collections done as part of an outbreak response were generally done within the village. However, collection at the cultivation sites were outside the village, preferably at the place where the malaria patient identified stayed overnight during the 28 day period before they presented with symptoms. The same time and methodology of collection was used as the village collections.",Dirus Complex,9,,Human landing catch house,Toumlithong,Saravane,,,,,,16.16287252,106.6288672,,,no dna
https://doi.org/10.1186/s12936-023-04754-5,Laos,"2018, 2020","2018 - 4 days, 2020 - 3 days. Villages were divided into three zones from a central axis to select at random one house per quadrant. The three houses were located at least 30 m from each other. The mosquito collections were implemented for 12 h from 18:00 to 06:00 for three consecutive nights inside and outside the houses. A rotation of collectors between homes was carried out and coordinated by the supervisors. Two shifts rotated, one from 6 pm to midnight and the other from midnight to 6am. Using glass tubes, the collectors captured mosquitoes from their exposed legs. All the mosquitoes collected throughout the night were separated hourly and kept in glass tubes for identification. The number of mosquitoes caught hourly was recorded by supervisors.

Collections done as part of an outbreak response were generally done within the village. However, collection at the cultivation sites were outside the village, preferably at the place where the malaria patient identified stayed overnight during the 28 day period before they presented with symptoms. The same time and methodology of collection was used as the village collections.",Dirus Complex,1,,Human landing catch house,Vonglakhon ,Attapeu,,,,,,14.63957947,106.7066423,,,no dna
https://doi.org/10.1186/s12936-023-04754-5,Laos,2018,"2018 - 3 days. Villages were divided into three zones from a central axis to select at random one house per quadrant. The three houses were located at least 30 m from each other. The mosquito collections were implemented for 12 h from 18:00 to 06:00 for three consecutive nights inside and outside the houses. A rotation of collectors between homes was carried out and coordinated by the supervisors. Two shifts rotated, one from 6 pm to midnight and the other from midnight to 6am. Using glass tubes, the collectors captured mosquitoes from their exposed legs. All the mosquitoes collected throughout the night were separated hourly and kept in glass tubes for identification. The number of mosquitoes caught hourly was recorded by supervisors.

Collections done as part of an outbreak response were generally done within the village. However, collection at the cultivation sites were outside the village, preferably at the place where the malaria patient identified stayed overnight during the 28 day period before they presented with symptoms. The same time and methodology of collection was used as the village collections.",Dirus Complex,0,,Human landing catch house,Kang,Huaphanh,,,,,,20.77145923,104.0490304,,,no dna
https://doi.org/10.1186/s12936-023-04754-5,Laos,2018,"2018 - 6 days. Villages were divided into three zones from a central axis to select at random one house per quadrant. The three houses were located at least 30 m from each other. The mosquito collections were implemented for 12 h from 18:00 to 06:00 for three consecutive nights inside and outside the houses. A rotation of collectors between homes was carried out and coordinated by the supervisors. Two shifts rotated, one from 6 pm to midnight and the other from midnight to 6am. Using glass tubes, the collectors captured mosquitoes from their exposed legs. All the mosquitoes collected throughout the night were separated hourly and kept in glass tubes for identification. The number of mosquitoes caught hourly was recorded by supervisors.

Collections done as part of an outbreak response were generally done within the village. However, collection at the cultivation sites were outside the village, preferably at the place where the malaria patient identified stayed overnight during the 28 day period before they presented with symptoms. The same time and methodology of collection was used as the village collections.",Dirus Complex,0,,Human landing catch house,Namkha,"Luangprabang
",,,,,,20.45733256,102.347929,,,no dna
https://doi.org/10.1186/s12936-023-04754-5,Laos,2018,"2018 - 6 days. Villages were divided into three zones from a central axis to select at random one house per quadrant. The three houses were located at least 30 m from each other. The mosquito collections were implemented for 12 h from 18:00 to 06:00 for three consecutive nights inside and outside the houses. A rotation of collectors between homes was carried out and coordinated by the supervisors. Two shifts rotated, one from 6 pm to midnight and the other from midnight to 6am. Using glass tubes, the collectors captured mosquitoes from their exposed legs. All the mosquitoes collected throughout the night were separated hourly and kept in glass tubes for identification. The number of mosquitoes caught hourly was recorded by supervisors.

Collections done as part of an outbreak response were generally done within the village. However, collection at the cultivation sites were outside the village, preferably at the place where the malaria patient identified stayed overnight during the 28 day period before they presented with symptoms. The same time and methodology of collection was used as the village collections.",Dirus Complex,0,,Human landing catch house,Thakham,Luangprabang,,,,,,19.95481194,102.5298769,,,no dna
https://doi.org/10.1186/s12936-023-04754-5,Laos,"2018, 2020","2018 - 4 days, 2020 - 6 days. Villages were divided into three zones from a central axis to select at random one house per quadrant. The three houses were located at least 30 m from each other. The mosquito collections were implemented for 12 h from 18:00 to 06:00 for three consecutive nights inside and outside the houses. A rotation of collectors between homes was carried out and coordinated by the supervisors. Two shifts rotated, one from 6 pm to midnight and the other from midnight to 6am. Using glass tubes, the collectors captured mosquitoes from their exposed legs. All the mosquitoes collected throughout the night were separated hourly and kept in glass tubes for identification. The number of mosquitoes caught hourly was recorded by supervisors.

Collections done as part of an outbreak response were generally done within the village. However, collection at the cultivation sites were outside the village, preferably at the place where the malaria patient identified stayed overnight during the 28 day period before they presented with symptoms. The same time and methodology of collection was used as the village collections.",Dirus Complex,1,,Human landing catch house,Navaeng,Champasack,,,,,,14.23896916,105.9332287,,,no dna
https://doi.org/10.1186/s12936-023-04754-5,Laos,2020,"2020 - 6 days. Villages were divided into three zones from a central axis to select at random one house per quadrant. The three houses were located at least 30 m from each other. The mosquito collections were implemented for 12 h from 18:00 to 06:00 for three consecutive nights inside and outside the houses. A rotation of collectors between homes was carried out and coordinated by the supervisors. Two shifts rotated, one from 6 pm to midnight and the other from midnight to 6am. Using glass tubes, the collectors captured mosquitoes from their exposed legs. All the mosquitoes collected throughout the night were separated hourly and kept in glass tubes for identification. The number of mosquitoes caught hourly was recorded by supervisors.

Collections done as part of an outbreak response were generally done within the village. However, collection at the cultivation sites were outside the village, preferably at the place where the malaria patient identified stayed overnight during the 28 day period before they presented with symptoms. The same time and methodology of collection was used as the village collections.",Dirus Complex,2,,Human landing catch house,Napoung,"Khammuane
",,,,,,17.30432363,105.7761697,,,no dna
https://doi.org/10.1186/s12936-023-04754-5,Laos,2018,"2018 - 4 days, 2020 - 6 days. Villages were divided into three zones from a central axis to select at random one house per quadrant. The three houses were located at least 30 m from each other. The mosquito collections were implemented for 12 h from 18:00 to 06:00 for three consecutive nights inside and outside the houses. A rotation of collectors between homes was carried out and coordinated by the supervisors. Two shifts rotated, one from 6 pm to midnight and the other from midnight to 6am. Using glass tubes, the collectors captured mosquitoes from their exposed legs. All the mosquitoes collected throughout the night were separated hourly and kept in glass tubes for identification. The number of mosquitoes caught hourly was recorded by supervisors.

Collections done as part of an outbreak response were generally done within the village. However, collection at the cultivation sites were outside the village, preferably at the place where the malaria patient identified stayed overnight during the 28 day period before they presented with symptoms. The same time and methodology of collection was used as the village collections.",Dirus Complex,0,,Human landing catch house,Nasaenphan,Champasack,,,,,,14.22401106,105.917303,,,no dna
https://doi.org/10.1186/s12936-023-04754-5,Laos,2018,"2018 - 4 days, 2020 - 6 days. Villages were divided into three zones from a central axis to select at random one house per quadrant. The three houses were located at least 30 m from each other. The mosquito collections were implemented for 12 h from 18:00 to 06:00 for three consecutive nights inside and outside the houses. A rotation of collectors between homes was carried out and coordinated by the supervisors. Two shifts rotated, one from 6 pm to midnight and the other from midnight to 6am. Using glass tubes, the collectors captured mosquitoes from their exposed legs. All the mosquitoes collected throughout the night were separated hourly and kept in glass tubes for identification. The number of mosquitoes caught hourly was recorded by supervisors.

Collections done as part of an outbreak response were generally done within the village. However, collection at the cultivation sites were outside the village, preferably at the place where the malaria patient identified stayed overnight during the 28 day period before they presented with symptoms. The same time and methodology of collection was used as the village collections.",Dirus Complex,5,,Human landing catch house,Phakkha,"Champasack
",,,,,,14.71931192,106.0829047,,,no dna
https://doi.org/10.1186/s12936-023-04754-5,Laos,2018-2020,"2018 - 6 days, 2019 - 3 days, 2020 - 3 days. Villages were divided into three zones from a central axis to select at random one house per quadrant. The three houses were located at least 30 m from each other. The mosquito collections were implemented for 12 h from 18:00 to 06:00 for three consecutive nights inside and outside the houses. A rotation of collectors between homes was carried out and coordinated by the supervisors. Two shifts rotated, one from 6 pm to midnight and the other from midnight to 6am. Using glass tubes, the collectors captured mosquitoes from their exposed legs. All the mosquitoes collected throughout the night were separated hourly and kept in glass tubes for identification. The number of mosquitoes caught hourly was recorded by supervisors.

Collections done as part of an outbreak response were generally done within the village. However, collection at the cultivation sites were outside the village, preferably at the place where the malaria patient identified stayed overnight during the 28 day period before they presented with symptoms. The same time and methodology of collection was used as the village collections.",Dirus Complex,3,,Human landing catch house,Phinxe,Saravane,,,,,,16.38026876,106.8721624,,,no dna
https://doi.org/10.1186/s12936-023-04754-5,Laos,2018-2020,"2018 - 3 days, 2019 - 3 days, 2020 - 3 days. Villages were divided into three zones from a central axis to select at random one house per quadrant. The three houses were located at least 30 m from each other. The mosquito collections were implemented for 12 h from 18:00 to 06:00 for three consecutive nights inside and outside the houses. A rotation of collectors between homes was carried out and coordinated by the supervisors. Two shifts rotated, one from 6 pm to midnight and the other from midnight to 6am. Using glass tubes, the collectors captured mosquitoes from their exposed legs. All the mosquitoes collected throughout the night were separated hourly and kept in glass tubes for identification. The number of mosquitoes caught hourly was recorded by supervisors.

Collections done as part of an outbreak response were generally done within the village. However, collection at the cultivation sites were outside the village, preferably at the place where the malaria patient identified stayed overnight during the 28 day period before they presented with symptoms. The same time and methodology of collection was used as the village collections.",Dirus Complex,0,,Human landing catch house,"Gnokthong
 ",Sekong,,,,,,15.47243938,106.5725115,,,no dna
https://doi.org/10.1186/s12936-023-04754-5,Laos,2019,"2019 - 3 days. Villages were divided into three zones from a central axis to select at random one house per quadrant. The three houses were located at least 30 m from each other. The mosquito collections were implemented for 12 h from 18:00 to 06:00 for three consecutive nights inside and outside the houses. A rotation of collectors between homes was carried out and coordinated by the supervisors. Two shifts rotated, one from 6 pm to midnight and the other from midnight to 6am. Using glass tubes, the collectors captured mosquitoes from their exposed legs. All the mosquitoes collected throughout the night were separated hourly and kept in glass tubes for identification. The number of mosquitoes caught hourly was recorded by supervisors.

Collections done as part of an outbreak response were generally done within the village. However, collection at the cultivation sites were outside the village, preferably at the place where the malaria patient identified stayed overnight during the 28 day period before they presented with symptoms. The same time and methodology of collection was used as the village collections.",Leucosphyrus group,Nothing,,Human landing catch,Napho,Saravane,,,,,,15.76063237,105.9848103,,,no dna
https://doi.org/10.1186/s12936-023-04754-5,Laos,2018-2020,"2018 - 3 days, 2019 - 3 days, 2020 - 3 days",Leucosphyrus group,Nothing,,Human landing catch,Pane,Savannakhet,,,,,,16.55009712,106.4958815,,,no dna
https://doi.org/10.1186/s12936-023-04754-5,Laos,2019-2020,"2019 - 3 days, 2020 - 3 days. Villages were divided into three zones from a central axis to select at random one house per quadrant. The three houses were located at least 30 m from each other. The mosquito collections were implemented for 12 h from 18:00 to 06:00 for three consecutive nights inside and outside the houses. A rotation of collectors between homes was carried out and coordinated by the supervisors. Two shifts rotated, one from 6 pm to midnight and the other from midnight to 6am. Using glass tubes, the collectors captured mosquitoes from their exposed legs. All the mosquitoes collected throughout the night were separated hourly and kept in glass tubes for identification. The number of mosquitoes caught hourly was recorded by supervisors.

Collections done as part of an outbreak response were generally done within the village. However, collection at the cultivation sites were outside the village, preferably at the place where the malaria patient identified stayed overnight during the 28 day period before they presented with symptoms. The same time and methodology of collection was used as the village collections.",Dirus Complex,28,,Human landing catch cultivation sites,Kasangkang,Sekong,,,,,,16.52989962,106.4677218,,,no dna
https://doi.org/10.1186/s12936-023-04754-5,Laos,2018,"2018 - 1 day. Villages were divided into three zones from a central axis to select at random one house per quadrant. The three houses were located at least 30 m from each other. The mosquito collections were implemented for 12 h from 18:00 to 06:00 for three consecutive nights inside and outside the houses. A rotation of collectors between homes was carried out and coordinated by the supervisors. Two shifts rotated, one from 6 pm to midnight and the other from midnight to 6am. Using glass tubes, the collectors captured mosquitoes from their exposed legs. All the mosquitoes collected throughout the night were separated hourly and kept in glass tubes for identification. The number of mosquitoes caught hourly was recorded by supervisors.

Collections done as part of an outbreak response were generally done within the village. However, collection at the cultivation sites were outside the village, preferably at the place where the malaria patient identified stayed overnight during the 28 day period before they presented with symptoms. The same time and methodology of collection was used as the village collections.",Dirus Complex,0,,Human landing catch cultivation sites,Lamong,Attapeu,,,,,,16.21637962,106.621138,,,no dna
https://doi.org/10.1186/s12936-023-04754-5,Laos,2020,"2020 - 5 days. Villages were divided into three zones from a central axis to select at random one house per quadrant. The three houses were located at least 30 m from each other. The mosquito collections were implemented for 12 h from 18:00 to 06:00 for three consecutive nights inside and outside the houses. A rotation of collectors between homes was carried out and coordinated by the supervisors. Two shifts rotated, one from 6 pm to midnight and the other from midnight to 6am. Using glass tubes, the collectors captured mosquitoes from their exposed legs. All the mosquitoes collected throughout the night were separated hourly and kept in glass tubes for identification. The number of mosquitoes caught hourly was recorded by supervisors.

Collections done as part of an outbreak response were generally done within the village. However, collection at the cultivation sites were outside the village, preferably at the place where the malaria patient identified stayed overnight during the 28 day period before they presented with symptoms. The same time and methodology of collection was used as the village collections.",Dirus Complex,0,,Human landing catch cultivation sites,Nafang,Champsack,,,,,,15.29365664,"106.91154867500016
",,,no dna
https://doi.org/10.1186/s12936-023-04754-5,Laos,2019-2020,"2019 - 3 days, 2020 - 3 days. Villages were divided into three zones from a central axis to select at random one house per quadrant. The three houses were located at least 30 m from each other. The mosquito collections were implemented for 12 h from 18:00 to 06:00 for three consecutive nights inside and outside the houses. A rotation of collectors between homes was carried out and coordinated by the supervisors. Two shifts rotated, one from 6 pm to midnight and the other from midnight to 6am. Using glass tubes, the collectors captured mosquitoes from their exposed legs. All the mosquitoes collected throughout the night were separated hourly and kept in glass tubes for identification. The number of mosquitoes caught hourly was recorded by supervisors.

Collections done as part of an outbreak response were generally done within the village. However, collection at the cultivation sites were outside the village, preferably at the place where the malaria patient identified stayed overnight during the 28 day period before they presented with symptoms. The same time and methodology of collection was used as the village collections.",Dirus Complex,63,,Human landing catch cultivation sites,Navasaen,Sekong,,,,,,14.46282674,106.8435224,,,no dna
https://doi.org/10.1186/s12936-023-04754-5,Laos,2019-2020,"2019 - 3 days, 2020 - 3 days. Villages were divided into three zones from a central axis to select at random one house per quadrant. The three houses were located at least 30 m from each other. The mosquito collections were implemented for 12 h from 18:00",Dirus Complex,0,,Human landing catch cultivation sites,Pane,Savannakhet,,,,,,14.46467604,105.8632962,,,no dna
https://doi.org/10.1186/s12936-023-04754-5,Laos,2020,"2020 - 4 days. Villages were divided into three zones from a central axis to select at random one house per quadrant. The three houses were located at least 30 m from each other. The mosquito collections were implemented for 12 h from 18:00 to 06:00 for three consecutive nights inside and outside the houses. A rotation of collectors between homes was carried out and coordinated by the supervisors. Two shifts rotated, one from 6 pm to midnight and the other from midnight to 6am. Using glass tubes, the collectors captured mosquitoes from their exposed legs. All the mosquitoes collected throughout the night were separated hourly and kept in glass tubes for identification. The number of mosquitoes caught hourly was recorded by supervisors.

Collections done as part of an outbreak response were generally done within the village. However, collection at the cultivation sites were outside the village, preferably at the place where the malaria patient identified stayed overnight during the 28 day period before they presented with symptoms. The same time and methodology of collection was used as the village collections.",Dirus Complex,1,,Human landing catch cultivation sites,Thangbaeng,Khammuane,,,,,,15.35482896,106.7491524,,,no dna
https://doi.org/10.1186/s12936-023-04754-5,Laos,2020,"2020 - 4 days. Villages were divided into three zones from a central axis to select at random one house per quadrant. The three houses were located at least 30 m from each other. The mosquito collections were implemented for 12 h from 18:00 to 06:00 for three consecutive nights inside and outside the houses. A rotation of collectors between homes was carried out and coordinated by the supervisors. Two shifts rotated, one from 6 pm to midnight and the other from midnight to 6am. Using glass tubes, the collectors captured mosquitoes from their exposed legs. All the mosquitoes collected throughout the night were separated hourly and kept in glass tubes for identification. The number of mosquitoes caught hourly was recorded by supervisors.

Collections done as part of an outbreak response were generally done within the village. However, collection at the cultivation sites were outside the village, preferably at the place where the malaria patient identified stayed overnight during the 28 day period before they presented with symptoms. The same time and methodology of collection was used as the village collections.",Dirus Complex,4,,Human landing catch cultivation sites,Napoung,"Khammuane
",,,,,,16.21637962,106.621138,,,no dna
https://doi.org/10.1186/s12936-023-04754-5,Laos,2019,2019 - 3 days. Villages were divided into three zones from a central axis to select at random one house per quadrant. The three houses were located at least 30 m from each other. The mosquito collections were implemented for 12 h from 18:00,Dirus Complex,0,,Human landing catch cultivation sites,Phinxe,Saravane,,,,,,17.19405963,106.0779911,,,no dna
https://doi.org/10.1186/s12936-023-04754-5,Laos,2020,"2020 - 4 days. Villages were divided into three zones from a central axis to select at random one house per quadrant. The three houses were located at least 30 m from each other. The mosquito collections were implemented for 12 h from 18:00 to 06:00 for three consecutive nights inside and outside the houses. A rotation of collectors between homes was carried out and coordinated by the supervisors. Two shifts rotated, one from 6 pm to midnight and the other from midnight to 6am. Using glass tubes, the collectors captured mosquitoes from their exposed legs. All the mosquitoes collected throughout the night were separated hourly and kept in glass tubes for identification. The number of mosquitoes caught hourly was recorded by supervisors.

Collections done as part of an outbreak response were generally done within the village. However, collection at the cultivation sites were outside the village, preferably at the place where the malaria patient identified stayed overnight during the 28 day period before they presented with symptoms. The same time and methodology of collection was used as the village collections.",Dirus Complex,1,,cattle baited net trap collections,,Khammuane,,,,,,17.30432363,105.7761697,,,no dna
https://doi.org/10.1186/s12936-023-04754-5,Laos,2018-2020,"2018 - 6 days, 2019 - 3 days, 2020 - 2 days. Villages were divided into three zones from a central axis to select at random one house per quadrant. The three houses were located at least 30 m from each other. The mosquito collections were implemented for 12 h from 18:00",Dirus Complex,15,,cattle baited net trap collections,,Saravane,,,,,,16.38026876,106.8721624,,,no dna
https://doi.org/10.1186/s12936-023-04754-5,Laos,2018-2020,"2018 - 3 days, 2019 - 3 days, 2020 - 2 days",Dirus Complex,1,,cattle baited net trap collections,,Savannakhet,,,,,,,,,,no dna
https://doi.org/10.1186/s12936-023-04754-5,Laos,2018-2020,"2018 - 9 days, 2019 - 3 days, 2020 - 2 days. Villages were divided into three zones from a central axis to select at random one house per quadrant. The three houses were located at least 30 m from each other. The mosquito collections were implemented for 12 h from 18:00 to 06:00 for three consecutive nights inside and outside the houses. A rotation of collectors between homes was carried out and coordinated by the supervisors. Two shifts rotated, one from 6 pm to midnight and the other from midnight to 6am. Using glass tubes, the collectors captured mosquitoes from their exposed legs. All the mosquitoes collected throughout the night were separated hourly and kept in glass tubes for identification. The number of mosquitoes caught hourly was recorded by supervisors.

Collections done as part of an outbreak response were generally done within the village. However, collection at the cultivation sites were outside the village, preferably at the place where the malaria patient identified stayed overnight during the 28 day period before they presented with symptoms. The same time and methodology of collection was used as the village collections.",Dirus Complex,13,,cattle baited net trap collections,,Sekong,,,,,,,,,,no dna
https://doi.org/10.1186/s12936-023-04754-5,Laos,"2018, 2020","2018 - 4 days, 2020 - 1 day. Villages were divided into three zones from a central axis to select at random one house per quadrant. The three houses were located at least 30 m from each other. The mosquito collections were implemented for 12 h from 18:00 to 06:00 for three consecutive nights inside and outside the houses. A rotation of collectors between homes was carried out and coordinated by the supervisors. Two shifts rotated, one from 6 pm to midnight and the other from midnight to 6am. Using glass tubes, the collectors captured mosquitoes from their exposed legs. All the mosquitoes collected throughout the night were separated hourly and kept in glass tubes for identification. The number of mosquitoes caught hourly was recorded by supervisors.

Collections done as part of an outbreak response were generally done within the village. However, collection at the cultivation sites were outside the village, preferably at the place where the malaria patient identified stayed overnight during the 28 day period before they presented with symptoms. The same time and methodology of collection was used as the village collections.",Leucosphyrus group,Nothing,,cattle baited net trap collections,,Attapeu,,,,,,,,,,no dna
https://doi.org/10.1186/s12936-023-04754-5,Laos,"2018, 2020","2018 - 4 days, 2020 - 2 days. Villages were divided into three zones from a central axis to select at random one house per quadrant. The three houses were located at least 30 m from each other. The mosquito collections were implemented for 12 h from 18:00 to 06:00 for three consecutive nights inside and outside the houses. A rotation of collectors between homes was carried out and coordinated by the supervisors. Two shifts rotated, one from 6 pm to midnight and the other from midnight to 6am. Using glass tubes, the collectors captured mosquitoes from their exposed legs. All the mosquitoes collected throughout the night were separated hourly and kept in glass tubes for identification. The number of mosquitoes caught hourly was recorded by supervisors.

Collections done as part of an outbreak response were generally done within the village. However, collection at the cultivation sites were outside the village, preferably at the place where the malaria patient identified stayed overnight during the 28 day period before they presented with symptoms. The same time and methodology of collection was used as the village collections.",Leucosphyrus group,Nothing,,cattle baited net trap collections,,Champasack,,,,,,,,,,no dna
https://doi.org/10.1186/s12936-023-04754-5,Laos,2018,"2018 - 4 days. Villages were divided into three zones from a central axis to select at random one house per quadrant. The three houses were located at least 30 m from each other. The mosquito collections were implemented for 12 h from 18:00 to 06:00 for three consecutive nights inside and outside the houses. A rotation of collectors between homes was carried out and coordinated by the supervisors. Two shifts rotated, one from 6 pm to midnight and the other from midnight to 6am. Using glass tubes, the collectors captured mosquitoes from their exposed legs. All the mosquitoes collected throughout the night were separated hourly and kept in glass tubes for identification. The number of mosquitoes caught hourly was recorded by supervisors.

Collections done as part of an outbreak response were generally done within the village. However, collection at the cultivation sites were outside the village, preferably at the place where the malaria patient identified stayed overnight during the 28 day period before they presented with symptoms. The same time and methodology of collection was used as the village collections.",Leucosphyrus group,Nothing,,cattle baited net trap collections,,Huaphanh,,,,,,,,,,no dna
https://doi.org/10.1186/s12936-023-04754-5,Laos,2018,"2018 - 2 days. Villages were divided into three zones from a central axis to select at random one house per quadrant. The three houses were located at least 30 m from each other. The mosquito collections were implemented for 12 h from 18:00 to 06:00 for three consecutive nights inside and outside the houses. A rotation of collectors between homes was carried out and coordinated by the supervisors. Two shifts rotated, one from 6 pm to midnight and the other from midnight to 6am. Using glass tubes, the collectors captured mosquitoes from their exposed legs. All the mosquitoes collected throughout the night were separated hourly and kept in glass tubes for identification. The number of mosquitoes caught hourly was recorded by supervisors.

Collections done as part of an outbreak response were generally done within the village. However, collection at the cultivation sites were outside the village, preferably at the place where the malaria patient identified stayed overnight during the 28 day period before they presented with symptoms. The same time and methodology of collection was used as the village collections.",Leucosphyrus group,Nothing,,cattle baited net trap collections,,Luangprabang,,,,,,,,,,no dna
"https://doi.org/10.1007/s00436-017-5653-1
",Thailand,2014,"Jan 2014-Dec 2015. Mosquito collections were conducted once monthly from January 2014 to December 2015 (24 months). Adult females were collected landing on the legs of two humans stationed indoors (HLI) and two stationed outdoors (HLO) during four consecutive nights from 1800 to 0600 hours each month. Hourly catches were placed in separate cups, provided with a cotton pad soaked with a 10% sugar solution, and transported to the laboratory. Ambient air temperature and relative humidity were recorded each hour of collection using a digital hygro-thermometer (DHT-1, Daeyoon Scale Industrial, South Korea). The collections encompassed the three Thai seasons, i.e. the hot-dry (March to May), wet (June to October) and cool-dry (November to February) seasons, based on data obtained from the local climatology division (code station 407021) located in Na Chaluai District. For more detailed analysis, biting was divided into four periods of activity: early evening (1800–2100 hours), late night (2100–2400 hours), pre-dawn (2400–0300 hours) and dawn (0300–0600 hour) (Tisgratog et al. 2012). The distance between indoor and outdoor collections was 100 m. Mosquitoes were collected with aspirators as they landed on the legs of the collectors. The collectors rested from collecting for 10 min each hour (Junkum et al. 2007).",Anopheles dirus,1,,indoor human leg catch,Na Chaluai District,Ubon Ratchathani,,,,,,14.43858,105.23485,,Infer that coordinate system is Google Maps from image,dna PCR
"https://doi.org/10.1007/s00436-017-5653-1
",Thailand,2014,"Jan 2014-Dec 2015. Mosquito collections were conducted once monthly from January 2014 to December 2015 (24 months). Adult females were collected landing on the legs of two humans stationed indoors (HLI) and two stationed outdoors (HLO) during four consecutive nights from 1800 to 0600 hours each month. Hourly catches were placed in separate cups, provided with a cotton pad soaked with a 10% sugar solution, and transported to the laboratory. Ambient air temperature and relative humidity were recorded each hour of collection using a digital hygro-thermometer (DHT-1, Daeyoon Scale Industrial, South Korea). The collections encompassed the three Thai seasons, i.e. the hot-dry (March to May), wet (June to October) and cool-dry (November to February) seasons, based on data obtained from the local climatology division (code station 407021) located in Na Chaluai District. For more detailed analysis, biting was divided into four periods of activity: early evening (1800–2100 hours), late night (2100–2400 hours), pre-dawn (2400–0300 hours) and dawn (0300–0600 hour) (Tisgratog et al. 2012). The distance between indoor and outdoor collections was 100 m. Mosquitoes were collected with aspirators as they landed on the legs of the collectors. The collectors rested from collecting for 10 min each hour (Junkum et al. 2007).",Anopheles dirus,22,,outdoor human leg catch,Na Chaluai District,Ubon Ratchathani,,,,,,14.43858,105.23485,,Infer that coordinate system is Google Maps from image,dna PCR
